Tahun,Komoditas,Kecamatan,Produksi (Ton),Jenis Komoditas,Kode,Luas Panen (Ha),No Kecamatan,Nomor,Rata-Rata Produksi (Ton/Ha)
2019,Ubi Kayu,Purwokerto Barat,58,Tanaman Pangan,330225,5,25,314,11.6
2019,Ubi Kayu,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,315,0
2019,Ubi Kayu,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,316,0
2019,Ubi Kayu,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,317,0
2019,Ubi Kayu,Rawalo,0,Tanaman Pangan,330204,0,4,318,0
2019,Ubi Kayu,Sokaraja,1159.5,Tanaman Pangan,330219,44,19,319,26.352272727
2019,Ubi Kayu,Somagede,195,Tanaman Pangan,330209,15,9,320,13
2019,Ubi Kayu,Sumbang,202.4,Tanaman Pangan,330221,16,21,321,12.65
2019,Ubi Kayu,Sumpiuh,231,Tanaman Pangan,330207,8,7,322,28.875
2019,Ubi Kayu,Tambak,488,Tanaman Pangan,330208,28,8,323,17.428571429
2019,Ubi Kayu,Wangon,0,Tanaman Pangan,330202,0,2,324,0
2019,Ubi Jalar,Ajibarang,186.37,Tanaman Pangan,330214,14,14,325,13.312142857
2019,Ubi Jalar,Banyumas,0,Tanaman Pangan,330211,0,11,326,0
2019,Ubi Jalar,Baturraden,0,Tanaman Pangan,330222,0,22,327,0
2019,Ubi Jalar,Cilongok,0,Tanaman Pangan,330217,0,17,328,0
2019,Ubi Jalar,Gumelar,176.5,Tanaman Pangan,330215,12,15,329,14.708333333
2019,Ubi Jalar,Jatilawang,0,Tanaman Pangan,330203,0,3,330,0
2019,Ubi Jalar,Kalibagor,93.2,Tanaman Pangan,330210,4,10,331,23.3
2019,Ubi Jalar,Karanglewas,0,Tanaman Pangan,330218,0,18,332,0
2019,Ubi Jalar,Kebasen,514.7,Tanaman Pangan,330205,2,5,333,257.35
2019,Ubi Jalar,Kedungbanteng,0,Tanaman Pangan,330223,0,23,334,0
2019,Ubi Jalar,Kembaran,4.11,Tanaman Pangan,330220,3,20,335,1.37
2019,Ubi Jalar,Kemranjen,28,Tanaman Pangan,330206,2,6,336,14
2019,Ubi Jalar,Lumbir,0,Tanaman Pangan,330201,0,1,337,0
2019,Ubi Jalar,Patikraja,1025.4,Tanaman Pangan,330212,44,12,338,23.304545455
2019,Ubi Jalar,Pekuncen,19.5,Tanaman Pangan,330216,6,16,339,3.25
2019,Ubi Jalar,Purwojati,0,Tanaman Pangan,330213,0,13,340,0
2019,Ubi Jalar,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,341,0
2019,Ubi Jalar,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,342,0
2019,Ubi Jalar,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,343,0
2019,Ubi Jalar,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,344,0
2019,Ubi Jalar,Rawalo,0,Tanaman Pangan,330204,0,4,345,0
2019,Ubi Jalar,Sokaraja,0,Tanaman Pangan,330219,0,19,346,0
2019,Ubi Jalar,Somagede,0,Tanaman Pangan,330209,0,9,347,0
2019,Ubi Jalar,Sumbang,0,Tanaman Pangan,330221,0,21,348,0
2019,Ubi Jalar,Sumpiuh,1470,Tanaman Pangan,330207,7,7,349,210
2019,Ubi Jalar,Tambak,0,Tanaman Pangan,330208,0,8,350,0
2019,Ubi Jalar,Wangon,0,Tanaman Pangan,330202,0,2,351,0
2019,Kedelai,Ajibarang,16.74,Tanaman Pangan,330214,10,14,352,1.674
2019,Kedelai,Banyumas,238.8,Tanaman Pangan,330211,135,11,353,1.768888889
2019,Kedelai,Baturraden,0,Tanaman Pangan,330222,0,22,354,0
2019,Kedelai,Cilongok,9.6,Tanaman Pangan,330217,6,17,355,1.6
2019,Kedelai,Gumelar,1,Tanaman Pangan,330215,1,15,356,1
2019,Kedelai,Jatilawang,20.79,Tanaman Pangan,330203,18,3,357,1.155
2019,Kedelai,Kalibagor,0,Tanaman Pangan,330210,0,10,358,0
2019,Kedelai,Karanglewas,0,Tanaman Pangan,330218,0,18,359,0
2019,Kedelai,Kebasen,367.05,Tanaman Pangan,330205,218,5,360,1.683715596
2019,Kedelai,Kedungbanteng,0,Tanaman Pangan,330223,0,23,361,0
2019,Kedelai,Kembaran,5.55,Tanaman Pangan,330220,4,20,362,1.3875
2019,Kedelai,Kemranjen,16,Tanaman Pangan,330206,14,6,363,1.142857143
2019,Kedelai,Lumbir,6.1,Tanaman Pangan,330201,5,1,364,1.22
2019,Kedelai,Patikraja,0,Tanaman Pangan,330212,0,12,365,0
2019,Kedelai,Pekuncen,0,Tanaman Pangan,330216,0,16,366,0
2019,Kedelai,Purwojati,0,Tanaman Pangan,330213,0,13,367,0
2019,Kedelai,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,368,0
2019,Kedelai,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,369,0
2019,Kedelai,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,370,0
2019,Kedelai,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,371,0
2019,Kedelai,Rawalo,0,Tanaman Pangan,330204,0,4,372,0
2019,Kedelai,Sokaraja,0,Tanaman Pangan,330219,0,19,373,0
2019,Kedelai,Somagede,31.8,Tanaman Pangan,330209,24,9,374,1.325
2019,Kedelai,Sumbang,265.83,Tanaman Pangan,330221,369,21,375,0.720406504
2019,Kedelai,Sumpiuh,0,Tanaman Pangan,330207,0,7,376,0
2019,Kedelai,Tambak,81.8,Tanaman Pangan,330208,51,8,377,1.603921569
2019,Kedelai,Wangon,63,Tanaman Pangan,330202,144,2,378,0.4375
2019,Kacang Hijau,Ajibarang,10.61,Tanaman Pangan,330214,9,14,379,1.178888889
2019,Kacang Hijau,Banyumas,227,Tanaman Pangan,330211,44,11,380,5.159090909
2019,Kacang Hijau,Baturraden,0,Tanaman Pangan,330222,0,22,381,0
2019,Kacang Hijau,Cilongok,0,Tanaman Pangan,330217,0,17,382,0
2019,Kacang Hijau,Gumelar,2.7,Tanaman Pangan,330215,6,15,383,0.45
2019,Kacang Hijau,Jatilawang,6.69,Tanaman Pangan,330203,11,3,384,0.608181818
2019,Kacang Hijau,Kalibagor,5.6,Tanaman Pangan,330210,5,10,385,1.12
2019,Kacang Hijau,Karanglewas,0,Tanaman Pangan,330218,0,18,386,0
2019,Kacang Hijau,Kebasen,87.53,Tanaman Pangan,330205,9,5,387,9.725555556
2019,Kacang Hijau,Kedungbanteng,0,Tanaman Pangan,330223,0,23,388,0
2019,Kacang Hijau,Kembaran,0,Tanaman Pangan,330220,0,20,389,0
2019,Kacang Hijau,Kemranjen,0,Tanaman Pangan,330206,0,6,390,0
2019,Kacang Hijau,Lumbir,12.4,Tanaman Pangan,330201,22,1,391,0.563636364
2019,Kacang Hijau,Patikraja,0,Tanaman Pangan,330212,0,12,392,0
2019,Kacang Hijau,Pekuncen,0,Tanaman Pangan,330216,0,16,393,0
2019,Kacang Hijau,Purwojati,4.8,Tanaman Pangan,330213,4,13,394,1.2
2019,Kacang Hijau,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,395,0
2019,Kacang Hijau,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,396,0
2019,Kacang Hijau,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,397,0
2019,Kacang Hijau,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,398,0
2019,Kacang Hijau,Rawalo,18.72,Tanaman Pangan,330204,26,4,399,0.72
2019,Kacang Hijau,Sokaraja,0,Tanaman Pangan,330219,0,19,400,0
2019,Kacang Hijau,Somagede,0,Tanaman Pangan,330209,0,9,401,0
2019,Kacang Hijau,Sumbang,0,Tanaman Pangan,330221,0,21,402,0
2019,Kacang Hijau,Sumpiuh,0,Tanaman Pangan,330207,0,7,403,0
2019,Kacang Hijau,Tambak,7.7,Tanaman Pangan,330208,7,8,404,1.1
2019,Kacang Hijau,Wangon,11.8,Tanaman Pangan,330202,10,2,405,1.18
2019,Kacang Tanah,Ajibarang,95.88,Tanaman Pangan,330214,48,14,406,1.9975
2019,Kacang Tanah,Banyumas,34.61,Tanaman Pangan,330211,23,11,407,1.504782609
2019,Kacang Tanah,Baturraden,0,Tanaman Pangan,330222,0,22,408,0
2019,Kacang Tanah,Cilongok,86,Tanaman Pangan,330217,34,17,409,2.529411765
2019,Kacang Tanah,Gumelar,11.3,Tanaman Pangan,330215,6,15,410,1.883333333
2019,Kacang Tanah,Jatilawang,91.82,Tanaman Pangan,330203,41,3,411,2.239512195
2019,Kacang Tanah,Kalibagor,1828.3,Tanaman Pangan,330210,795,10,412,2.299748428
2019,Kacang Tanah,Karanglewas,26.5,Tanaman Pangan,330218,13,18,413,2.038461538
2019,Kacang Tanah,Kebasen,2481.2,Tanaman Pangan,330205,134,5,414,18.516417910
2019,Kacang Tanah,Kedungbanteng,0,Tanaman Pangan,330223,0,23,415,0
2019,Kacang Tanah,Kembaran,292.35,Tanaman Pangan,330220,133,20,416,2.198120301
2019,Kacang Tanah,Kemranjen,0,Tanaman Pangan,330206,0,6,417,0
2019,Kacang Tanah,Lumbir,242.11,Tanaman Pangan,330201,143,1,418,1.693076923
2019,Kacang Tanah,Patikraja,136.1,Tanaman Pangan,330212,55,12,419,2.474545455
2019,Kacang Tanah,Pekuncen,17,Tanaman Pangan,330216,9,16,420,1.888888889
2019,Kacang Tanah,Purwojati,191.3,Tanaman Pangan,330213,99,13,421,1.932323232
2019,Kacang Tanah,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,422,0
2019,Kacang Tanah,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,423,0
2019,Kacang Tanah,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,424,0
2019,Kacang Tanah,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,425,0
2019,Kacang Tanah,Rawalo,109,Tanaman Pangan,330204,50,4,426,2.18
2019,Kacang Tanah,Sokaraja,128.4,Tanaman Pangan,330219,107,19,427,1.2
2019,Kacang Tanah,Somagede,36,Tanaman Pangan,330209,15,9,428,2.4
2019,Kacang Tanah,Sumbang,0,Tanaman Pangan,330221,0,21,429,0
2019,Kacang Tanah,Sumpiuh,0,Tanaman Pangan,330207,0,7,430,0
2019,Kacang Tanah,Tambak,3.3,Tanaman Pangan,330208,3,8,431,1.1
2019,Kacang Tanah,Wangon,203.8,Tanaman Pangan,330202,93,2,432,2.191397849
2020,Padi Sawah,Ajibarang,15745.16,Tanaman Pangan,330214,2650.7,14,433,5.940000755
2020,Padi Sawah,Banyumas,6115.37,Tanaman Pangan,330211,1041.8,11,434,5.870003840
2020,Padi Sawah,Baturraden,11110.25,Tanaman Pangan,330222,2128.4,22,435,5.220000940
2020,Padi Sawah,Cilongok,24509.72,Tanaman Pangan,330217,4177.2,17,436,5.867499761
2020,Padi Sawah,Gumelar,10334.5,Tanaman Pangan,330215,1979.8,15,437,5.219971714
2020,Padi Sawah,Jatilawang,21225.79,Tanaman Pangan,330203,3158.6,3,438,6.719999367
2020,Padi Sawah,Kalibagor,10597.12,Tanaman Pangan,330210,1757.4,10,439,6.029998862
2020,Padi Sawah,Karanglewas,14139.1,Tanaman Pangan,330218,2476.2,18,440,5.709999192
2020,Padi Sawah,Kebasen,11804.88,Tanaman Pangan,330205,1853.2,5,441,6.369997842
2020,Padi Sawah,Kedungbanteng,17576.7,Tanaman Pangan,330223,3572.5,23,442,4.92
2020,Padi Sawah,Kembaran,17078.4,Tanaman Pangan,330220,2929.4,20,443,5.829999317
2020,Padi Sawah,Kemranjen,21770.91,Tanaman Pangan,330206,3455.7,6,444,6.3
2020,Padi Sawah,Lumbir,11345.67,Tanaman Pangan,330201,2001,1,445,5.67
2020,Padi Sawah,Patikraja,17671.31,Tanaman Pangan,330212,3031.1,12,446,5.829999010
2020,Padi Sawah,Pekuncen,21820.56,Tanaman Pangan,330216,3953,16,447,5.52
2020,Padi Sawah,Purwojati,11545.8,Tanaman Pangan,330213,1924.3,13,448,6
2020,Padi Sawah,Purwokerto Barat,1826.28,Tanaman Pangan,330225,342,25,449,5.34
2020,Padi Sawah,Purwokerto Selatan,2228.95,Tanaman Pangan,330224,386.3,24,450,5.769997411
2020,Padi Sawah,Purwokerto Timur,1196.69,Tanaman Pangan,330226,224.1,26,451,5.339982151
2020,Padi Sawah,Purwokerto Utara,2365.83,Tanaman Pangan,330227,407.2,27,452,5.809995088
2020,Padi Sawah,Rawalo,16482.06,Tanaman Pangan,330204,2667,4,453,6.18
2020,Padi Sawah,Sokaraja,17458.25,Tanaman Pangan,330219,2939.1,19,454,5.939998639
2020,Padi Sawah,Somagede,6234.91,Tanaman Pangan,330209,988.1,9,455,6.309998988
2020,Padi Sawah,Sumbang,21820.69,Tanaman Pangan,330221,4033.4,21,456,5.409999008
2020,Padi Sawah,Sumpiuh,16261.97,Tanaman Pangan,330207,3028.3,7,457,5.369999670
2020,Padi Sawah,Tambak,20774.66,Tanaman Pangan,330208,3271.6,8,458,6.35
2020,Padi Sawah,Wangon,17397.33,Tanaman Pangan,330202,2948.7,2,459,5.9
2020,Padi Ladang,Ajibarang,7.43,Tanaman Pangan,330214,1.9,14,460,3.910526316
2020,Padi Ladang,Banyumas,109.2,Tanaman Pangan,330211,33.6,11,461,3.25
2020,Padi Ladang,Baturraden,0,Tanaman Pangan,330222,0,22,462,0
2020,Padi Ladang,Cilongok,239.4,Tanaman Pangan,330217,47.5,17,463,5.04
2020,Padi Ladang,Gumelar,201.18,Tanaman Pangan,330215,47.9,15,464,4.2
2020,Padi Ladang,Jatilawang,388.98,Tanaman Pangan,330203,71.9,3,465,5.410013908
2020,Padi Ladang,Kalibagor,743.05,Tanaman Pangan,330210,135.1,10,466,5.5
2020,Padi Ladang,Karanglewas,0,Tanaman Pangan,330218,0,18,467,0
2020,Padi Ladang,Kebasen,62.21,Tanaman Pangan,330205,14.4,5,468,4.320138889
2020,Padi Ladang,Kedungbanteng,0,Tanaman Pangan,330223,0,23,469,0
2020,Padi Ladang,Kembaran,0,Tanaman Pangan,330220,0,20,470,0
2020,Padi Ladang,Kemranjen,0,Tanaman Pangan,330206,0,6,471,0
2020,Padi Ladang,Lumbir,246.77,Tanaman Pangan,330201,77.6,1,472,3.180025773
2020,Padi Ladang,Patikraja,244.67,Tanaman Pangan,330212,76.7,12,473,3.189960887
2020,Padi Ladang,Pekuncen,0,Tanaman Pangan,330216,0,16,474,0
2020,Padi Ladang,Purwojati,883.71,Tanaman Pangan,330213,201.3,13,475,4.390014903
2020,Padi Ladang,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,476,0
2020,Padi Ladang,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,477,0
2020,Padi Ladang,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,478,0
2020,Padi Ladang,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,479,0
2020,Padi Ladang,Rawalo,129.58,Tanaman Pangan,330204,36.4,4,480,3.559890110
2020,Padi Ladang,Sokaraja,0,Tanaman Pangan,330219,0,19,481,0
2020,Padi Ladang,Somagede,0,Tanaman Pangan,330209,0,9,482,0
2020,Padi Ladang,Sumbang,0,Tanaman Pangan,330221,0,21,483,0
2020,Padi Ladang,Sumpiuh,0,Tanaman Pangan,330207,0,7,484,0
2020,Padi Ladang,Tambak,0,Tanaman Pangan,330208,0,8,485,0
2020,Padi Ladang,Wangon,132.4,Tanaman Pangan,330202,35.4,2,486,3.740112994
2020,Jagung,Ajibarang,783.19,Tanaman Pangan,330214,134.8,14,487,5.810014837
2020,Jagung,Banyumas,245.55,Tanaman Pangan,330211,59.6,11,488,4.119966443
2020,Jagung,Baturraden,405.86,Tanaman Pangan,330222,89.2,22,489,4.55
2020,Jagung,Cilongok,764.56,Tanaman Pangan,330217,152,17,490,5.03
2020,Jagung,Gumelar,1635.68,Tanaman Pangan,330215,282.5,15,491,5.790017699
2020,Jagung,Jatilawang,1189.25,Tanaman Pangan,330203,195.6,3,492,6.080010225
2020,Jagung,Kalibagor,1445.54,Tanaman Pangan,330210,247.1,10,493,5.850020235
2020,Jagung,Karanglewas,252.56,Tanaman Pangan,330218,45.1,18,494,5.6
2020,Jagung,Kebasen,14.2,Tanaman Pangan,330205,4,5,495,3.55
2020,Jagung,Kedungbanteng,167.38,Tanaman Pangan,330223,32.5,23,496,5.150153846
2020,Jagung,Kembaran,7631.84,Tanaman Pangan,330220,1117.4,20,497,6.829998210
2020,Jagung,Kemranjen,60.8,Tanaman Pangan,330206,10,6,498,6.08
2020,Jagung,Lumbir,343.48,Tanaman Pangan,330201,78.6,1,499,4.369974555
2020,Jagung,Patikraja,560.18,Tanaman Pangan,330212,105.1,12,500,5.329971456
2020,Jagung,Pekuncen,210.37,Tanaman Pangan,330216,37.3,16,501,5.639946381
2020,Jagung,Purwojati,1242.18,Tanaman Pangan,330213,206,13,502,6.03
2020,Jagung,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,503,0
2020,Jagung,Purwokerto Selatan,149.93,Tanaman Pangan,330224,29,24,504,5.17
2020,Jagung,Purwokerto Timur,219.73,Tanaman Pangan,330226,43,26,505,5.11
2020,Jagung,Purwokerto Utara,351.79,Tanaman Pangan,330227,80.5,27,506,4.370062112
2020,Jagung,Rawalo,754.8,Tanaman Pangan,330204,148,4,507,5.1
2020,Jagung,Sokaraja,290.98,Tanaman Pangan,330219,56.5,19,508,5.150088496
2020,Jagung,Somagede,484.2,Tanaman Pangan,330209,87.4,9,509,5.540045767
2020,Jagung,Sumbang,12146.55,Tanaman Pangan,330221,1829.3,21,510,6.639998907
2020,Jagung,Sumpiuh,0,Tanaman Pangan,330207,0,7,511,0
2020,Jagung,Tambak,0,Tanaman Pangan,330208,0,8,512,0
2020,Jagung,Wangon,434,Tanaman Pangan,330202,87.5,2,513,4.96
2020,Ubi Kayu,Ajibarang,1256.25,Tanaman Pangan,330214,62.5,14,514,20.1
2020,Ubi Kayu,Banyumas,104.4,Tanaman Pangan,330211,6,11,515,17.4
2020,Ubi Kayu,Baturraden,0,Tanaman Pangan,330222,0,22,516,0
2020,Ubi Kayu,Cilongok,6097.3,Tanaman Pangan,330217,253,17,517,24.1
2020,Ubi Kayu,Gumelar,2187.9,Tanaman Pangan,330215,99,15,518,22.1
2020,Ubi Kayu,Jatilawang,424,Tanaman Pangan,330203,20,3,519,21.2
2020,Ubi Kayu,Kalibagor,883.2,Tanaman Pangan,330210,46,10,520,19.2
2020,Ubi Kayu,Karanglewas,242.65,Tanaman Pangan,330218,11.5,18,521,21.1
2020,Ubi Kayu,Kebasen,1128.9,Tanaman Pangan,330205,53,5,522,21.3
2020,Ubi Kayu,Kedungbanteng,295.2,Tanaman Pangan,330223,20.5,23,523,14.4
2020,Ubi Kayu,Kembaran,15.1,Tanaman Pangan,330220,1,20,524,15.1
2020,Ubi Kayu,Kemranjen,95.5,Tanaman Pangan,330206,5,6,525,19.1
2020,Ubi Kayu,Lumbir,3137.6,Tanaman Pangan,330201,148,1,526,21.2
2020,Ubi Kayu,Patikraja,761.2,Tanaman Pangan,330212,44,12,527,17.3
2020,Ubi Kayu,Pekuncen,612.48,Tanaman Pangan,330216,35.2,16,528,17.4
2020,Ubi Kayu,Purwojati,1026.8,Tanaman Pangan,330213,68,13,529,15.1
2020,Ubi Kayu,Purwokerto Barat,93.12,Tanaman Pangan,330225,4.8,25,530,19.4
2020,Ubi Kayu,Purwokerto Selatan,57.6,Tanaman Pangan,330224,3,24,531,19.2
2020,Ubi Kayu,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,532,0
2020,Ubi Kayu,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,533,0
2020,Ubi Kayu,Rawalo,548.1,Tanaman Pangan,330204,27,4,534,20.3
2020,Ubi Kayu,Sokaraja,129.39,Tanaman Pangan,330219,5.7,19,535,22.7
2020,Ubi Kayu,Somagede,1447.5,Tanaman Pangan,330209,75,9,536,19.3
2020,Ubi Kayu,Sumbang,338.8,Tanaman Pangan,330221,22,21,537,15.4
2020,Ubi Kayu,Sumpiuh,268.8,Tanaman Pangan,330207,12,7,538,22.4
2020,Ubi Kayu,Tambak,564.2,Tanaman Pangan,330208,31,8,539,18.2
2020,Ubi Kayu,Wangon,186.3,Tanaman Pangan,330202,9,2,540,20.7
2020,Ubi Jalar,Ajibarang,319.77,Tanaman Pangan,330214,18.7,14,541,17.1
2020,Ubi Jalar,Banyumas,16.2,Tanaman Pangan,330211,1,11,542,16.2
2020,Ubi Jalar,Baturraden,0,Tanaman Pangan,330222,0,22,543,0
2020,Ubi Jalar,Cilongok,336,Tanaman Pangan,330217,20,17,544,16.8
2020,Ubi Jalar,Gumelar,75.46,Tanaman Pangan,330215,4.9,15,545,15.4
2020,Ubi Jalar,Jatilawang,0,Tanaman Pangan,330203,0,3,546,0
2020,Ubi Jalar,Kalibagor,0,Tanaman Pangan,330210,0,10,547,0
2020,Ubi Jalar,Karanglewas,91.06,Tanaman Pangan,330218,5.8,18,548,15.7
2020,Ubi Jalar,Kebasen,64.4,Tanaman Pangan,330205,4,5,549,16.1
2020,Ubi Jalar,Kedungbanteng,15.3,Tanaman Pangan,330223,1,23,550,15.3
2020,Ubi Jalar,Kembaran,189.08,Tanaman Pangan,330220,11.6,20,551,16.3
2020,Ubi Jalar,Kemranjen,15.1,Tanaman Pangan,330206,1,6,552,15.1
2020,Ubi Jalar,Lumbir,0,Tanaman Pangan,330201,0,1,553,0
2020,Ubi Jalar,Patikraja,131.2,Tanaman Pangan,330212,8,12,554,16.4
2020,Ubi Jalar,Pekuncen,307.28,Tanaman Pangan,330216,18.4,16,555,16.7
2020,Ubi Jalar,Purwojati,0,Tanaman Pangan,330213,0,13,556,0
2020,Ubi Jalar,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,557,0
2020,Ubi Jalar,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,558,0
2020,Ubi Jalar,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,559,0
2020,Ubi Jalar,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,560,0
2020,Ubi Jalar,Rawalo,0,Tanaman Pangan,330204,0,4,561,0
2020,Ubi Jalar,Sokaraja,0,Tanaman Pangan,330219,0,19,562,0
2020,Ubi Jalar,Somagede,0,Tanaman Pangan,330209,0,9,563,0
2020,Ubi Jalar,Sumbang,330.48,Tanaman Pangan,330221,20.4,21,564,16.2
2020,Ubi Jalar,Sumpiuh,76,Tanaman Pangan,330207,5,7,565,15.2
2020,Ubi Jalar,Tambak,0,Tanaman Pangan,330208,0,8,566,0
2020,Ubi Jalar,Wangon,30.4,Tanaman Pangan,330202,2,2,567,15.2
2020,Kedelai,Ajibarang,1.12,Tanaman Pangan,330214,1,14,568,1.12
2020,Kedelai,Banyumas,1.86,Tanaman Pangan,330211,1.9,11,569,0.978947368
2020,Kedelai,Baturraden,0,Tanaman Pangan,330222,0,22,570,0
2020,Kedelai,Cilongok,3.51,Tanaman Pangan,330217,3,17,571,1.17
2020,Kedelai,Gumelar,0,Tanaman Pangan,330215,0,15,572,0
2020,Kedelai,Jatilawang,87.88,Tanaman Pangan,330203,70.3,3,573,1.250071124
2020,Kedelai,Kalibagor,0,Tanaman Pangan,330210,0,10,574,0
2020,Kedelai,Karanglewas,0,Tanaman Pangan,330218,0,18,575,0
2020,Kedelai,Kebasen,127.3,Tanaman Pangan,330205,97.7,5,576,1.302968270
2020,Kedelai,Kedungbanteng,0,Tanaman Pangan,330223,0,23,577,0
2020,Kedelai,Kembaran,15.13,Tanaman Pangan,330220,12.5,20,578,1.2104
2020,Kedelai,Kemranjen,0,Tanaman Pangan,330206,0,6,579,0
2020,Kedelai,Lumbir,8.16,Tanaman Pangan,330201,6.8,1,580,1.2
2020,Kedelai,Patikraja,3.42,Tanaman Pangan,330212,2.9,12,581,1.179310345
2020,Kedelai,Pekuncen,0,Tanaman Pangan,330216,0,16,582,0
2020,Kedelai,Purwojati,44.13,Tanaman Pangan,330213,37.4,13,583,1.179946524
2020,Kedelai,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,584,0
2020,Kedelai,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,585,0
2020,Kedelai,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,586,0
2020,Kedelai,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,587,0
2020,Kedelai,Rawalo,0,Tanaman Pangan,330204,0,4,588,0
2020,Kedelai,Sokaraja,0,Tanaman Pangan,330219,0,19,589,0
2020,Kedelai,Somagede,0,Tanaman Pangan,330209,0,9,590,0
2020,Kedelai,Sumbang,0,Tanaman Pangan,330221,0,21,591,0
2020,Kedelai,Sumpiuh,0,Tanaman Pangan,330207,0,7,592,0
2020,Kedelai,Tambak,0,Tanaman Pangan,330208,0,8,593,0
2020,Kedelai,Wangon,6,Tanaman Pangan,330202,4.8,2,594,1.25
2020,Kacang Hijau,Ajibarang,2.35,Tanaman Pangan,330214,2.9,14,595,0.810344828
2020,Kacang Hijau,Banyumas,2.88,Tanaman Pangan,330211,4.8,11,596,0.6
2020,Kacang Hijau,Baturraden,0,Tanaman Pangan,330222,0,22,597,0
2020,Kacang Hijau,Cilongok,0,Tanaman Pangan,330217,0,17,598,0
2020,Kacang Hijau,Gumelar,9.91,Tanaman Pangan,330215,12.7,15,599,0.780314961
2020,Kacang Hijau,Jatilawang,118.85,Tanaman Pangan,330203,185.7,3,600,0.640010770
2020,Kacang Hijau,Kalibagor,3.89,Tanaman Pangan,330210,4.8,10,601,0.810416667
2020,Kacang Hijau,Karanglewas,0,Tanaman Pangan,330218,0,18,602,0
2020,Kacang Hijau,Kebasen,57.51,Tanaman Pangan,330205,66.1,5,603,0.870045386
2020,Kacang Hijau,Kedungbanteng,0,Tanaman Pangan,330223,0,23,604,0
2020,Kacang Hijau,Kembaran,0.84,Tanaman Pangan,330220,1,20,605,0.84
2020,Kacang Hijau,Kemranjen,0,Tanaman Pangan,330206,0,6,606,0
2020,Kacang Hijau,Lumbir,7.25,Tanaman Pangan,330201,12.5,1,607,0.58
2020,Kacang Hijau,Patikraja,5.38,Tanaman Pangan,330212,6.9,12,608,0.779710145
2020,Kacang Hijau,Pekuncen,0,Tanaman Pangan,330216,0,16,609,0
2020,Kacang Hijau,Purwojati,29.33,Tanaman Pangan,330213,34.5,13,610,0.850144928
2020,Kacang Hijau,Purwokerto Barat,0,Tanaman Pangan,330225,0,25,611,0
2020,Kacang Hijau,Purwokerto Selatan,0,Tanaman Pangan,330224,0,24,612,0
2020,Kacang Hijau,Purwokerto Timur,0,Tanaman Pangan,330226,0,26,613,0
2020,Kacang Hijau,Purwokerto Utara,0,Tanaman Pangan,330227,0,27,614,0
2020,Kacang Hijau,Rawalo,6.38,Tanaman Pangan,330204,11,4,615,0.58
2020,Kacang Hijau,Sokaraja,0,Tanaman Pangan,330219,0,19,616,0
2020,Kacang Hijau,Somagede,3.84,Tanaman Pangan,330209,4.8,9,617,0.8
2020,Kacang Hijau,Sumbang,0,Tanaman Pangan,330221,0,21,618,0
2020,Kacang Hijau,Sumpiuh,0,Tanaman Pangan,330207,0,7,619,0
2020,Kacang Hijau,Tambak,5.5,Tanaman Pangan,330208,8.6,8,620,0.639534884
2020,Kacang Hijau,Wangon,14.9,Tanaman Pangan,330202,18.4,2,621,0.809782609
2020,Kacang Tanah,Ajibarang,212.73,Tanaman Pangan,330214,101.3,14,622,2.1
2020,Kacang Tanah,Banyumas,63.9,Tanaman Pangan,330211,42.6,11,623,1.5
2020,Kacang Tanah,Baturraden,0,Tanaman Pangan,330222,0,22,624,0
2020,Kacang Tanah,Cilongok,75.9,Tanaman Pangan,330217,33,17,625,2.3
2020,Kacang Tanah,Gumelar,0,Tanaman Pangan,330215,0,15,626,0
